station,date,prcp,tobs
USC00517948,12/14/11,0.86,71
USC00517948,12/15/11,0.02,72
USC00517948,12/16/11,,71
USC00517948,01/04/12,0,76
USC00517948,01/05/12,0,74
USC00517948,01/06/12,0,65
USC00517948,01/09/12,0,64
USC00517948,01/10/12,0,66
USC00517948,01/11/12,,67
USC00517948,01/12/12,,66
USC00517948,01/13/12,,62
USC00517948,01/17/12,0,69
USC00517948,01/18/12,0,73
USC00517948,01/19/12,0,73
USC00517948,01/20/12,0,73
USC00517948,01/23/12,0,69
USC00517948,01/24/12,0,72
USC00517948,01/25/12,0,68
USC00517948,01/26/12,0,74
USC00517948,01/27/12,0.33,66
USC00517948,01/31/12,0,71
USC00517948,02/01/12,0,63
USC00517948,02/02/12,0,74
USC00517948,02/03/12,0,65
USC00517948,02/06/12,,67
USC00517948,02/07/12,0.48,69
USC00517948,02/08/12,0.32,66
USC00517948,02/09/12,0,68
USC00517948,02/10/12,0,70
USC00517948,02/13/12,,71
USC00517948,02/14/12,0,72
USC00517948,02/15/12,0,68
USC00517948,02/16/12,,72
USC00517948,02/17/12,,73
USC00517948,02/21/12,,73
USC00517948,02/22/12,0,73
USC00517948,02/23/12,0,74
USC00517948,02/24/12,0,75
USC00517948,02/27/12,,73
USC00517948,02/28/12,0,73
USC00517948,02/29/12,,73
USC00517948,03/01/12,,70
USC00517948,03/02/12,,74
USC00517948,03/19/12,,73
USC00517948,03/20/12,0,72
USC00517948,03/21/12,,72
USC00517948,03/22/12,,73
USC00517948,03/23/12,0.02,71
USC00517948,03/27/12,,67
USC00517948,03/28/12,,69
USC00517948,03/29/12,,69
USC00517948,03/30/12,,73
USC00517948,04/02/12,,72
USC00517948,04/03/12,0,72
USC00517948,04/04/12,0,71
USC00517948,04/05/12,0,73
USC00517948,04/09/12,,70
USC00517948,04/10/12,0.14,68
USC00517948,04/11/12,0.07,71
USC00517948,04/12/12,0,73
USC00517948,04/13/12,0,72
USC00517948,04/16/12,,77
USC00517948,04/17/12,0,74
USC00517948,04/18/12,,75
USC00517948,04/19/12,,74
USC00517948,04/20/12,,73
USC00517948,04/23/12,0.26,70
USC00517948,04/24/12,,73
USC00517948,04/25/12,,74
USC00517948,04/26/12,,72
USC00517948,04/27/12,,71
USC00517948,05/02/12,,73
USC00517948,05/04/12,0.07,73
USC00517948,05/07/12,,70
USC00517948,05/08/12,0,75
USC00517948,05/09/12,,75
USC00517948,05/10/12,,72
USC00517948,05/11/12,0,74
USC00517948,05/14/12,0,69
USC00517948,05/15/12,0,72
USC00517948,05/16/12,0,73
USC00517948,05/17/12,,75
USC00517948,05/21/12,,75
USC00517948,05/22/12,0,75
USC00517948,05/23/12,0,76
USC00517948,05/24/12,0.02,76
USC00517948,05/25/12,0,77
USC00517948,05/29/12,,75
USC00517948,05/30/12,0,75
USC00517948,05/31/12,0.02,73
USC00517948,06/01/12,0.04,74
USC00517948,06/04/12,,74
USC00517948,06/05/12,0,74
USC00517948,06/06/12,,74
USC00517948,06/07/12,,76
USC00517948,06/08/12,0,76
USC00517948,06/12/12,,77
USC00517948,06/13/12,0,77
USC00517948,06/14/12,0.25,78
USC00517948,06/15/12,,73
USC00517948,06/18/12,,75
USC00517948,06/19/12,0.02,72
USC00517948,06/20/12,0.05,76
USC00517948,06/21/12,0,76
USC00517948,06/22/12,0,73
USC00517948,06/25/12,,74
USC00517948,06/26/12,,72
USC00517948,06/27/12,,76
USC00517948,06/28/12,0,76
USC00517948,06/29/12,0,76
USC00517948,07/02/12,,76
USC00517948,07/03/12,,72
USC00517948,07/11/12,0,76
USC00517948,07/12/12,0,74
USC00517948,07/13/12,0,77
USC00517948,07/16/12,,78
USC00517948,07/17/12,0,77
USC00517948,07/18/12,,72
USC00517948,07/19/12,,78
USC00517948,07/20/12,0,75
USC00517948,07/23/12,0,78
USC00517948,07/24/12,0,77
USC00517948,07/30/12,,76
USC00517948,07/31/12,,78
USC00517948,11/01/12,0,76
USC00517948,11/02/12,,70
USC00517948,11/07/12,0.01,78
USC00517948,11/08/12,,75
USC00517948,11/09/12,,75
USC00517948,11/13/12,,75
USC00517948,11/14/12,,75
USC00517948,11/15/12,,74
USC00517948,11/19/12,0.03,72
USC00517948,11/20/12,,76
USC00517948,11/21/12,,72
USC00517948,11/26/12,,72
USC00517948,11/27/12,,73
USC00517948,11/28/12,,74
USC00517948,11/29/12,,67
USC00517948,11/30/12,,68
USC00517948,12/03/12,0,78
USC00517948,12/04/12,0,73
USC00517948,12/05/12,0.02,74
USC00517948,12/06/12,,68
USC00517948,12/07/12,,71
USC00517948,12/10/12,0,76
USC00517948,12/11/12,0,75
USC00517948,12/12/12,0,74
USC00517948,12/13/12,0.04,73
USC00517948,12/14/12,0.07,73
USC00517948,12/27/12,,74
USC00517948,12/28/12,,69
USC00517948,02/01/13,0,69
USC00517948,02/04/13,0,71
USC00517948,02/05/13,,71
USC00517948,02/06/13,,67
USC00517948,02/07/13,,71
USC00517948,02/08/13,,73
USC00517948,02/11/13,,68
USC00517948,02/12/13,,69
USC00517948,02/13/13,,68
USC00517948,02/14/13,,71
USC00517948,02/15/13,,72
USC00517948,02/19/13,,72
USC00517948,02/20/13,,69
USC00517948,02/21/13,,70
USC00517948,02/22/13,1.5,70
USC00517948,02/25/13,0,71
USC00517948,02/26/13,,71
USC00517948,02/27/13,,71
USC00517948,02/28/13,0,75
USC00517948,03/01/13,0,72
USC00517948,03/02/13,,72
USC00517948,03/05/13,0,70
USC00517948,03/06/13,0,68
USC00517948,03/07/13,0,68
USC00517948,03/08/13,,66
USC00517948,03/11/13,1.48,71
USC00517948,03/12/13,0.02,68
USC00517948,03/13/13,0,66
USC00517948,03/14/13,0.03,68
USC00517948,03/15/13,0,70
USC00517948,03/27/13,,69
USC00517948,03/28/13,,69
USC00517948,04/01/13,0,66
USC00517948,04/02/13,0,68
USC00517948,04/03/13,0,67
USC00517948,04/04/13,0.02,71
USC00517948,04/05/13,0,70
USC00517948,04/08/13,,76
USC00517948,04/09/13,0.02,74
USC00517948,04/10/13,0.02,73
USC00517948,04/11/13,0,74
USC00517948,04/12/13,0,76
USC00517948,04/15/13,,72
USC00517948,04/16/13,,73
USC00517948,04/17/13,,74
USC00517948,04/18/13,0,76
USC00517948,04/19/13,0,75
USC00517948,04/22/13,,76
USC00517948,04/23/13,,78
USC00517948,04/24/13,,70
USC00517948,04/25/13,0.06,76
USC00517948,04/26/13,0,77
USC00517948,04/28/13,,77
USC00517948,04/29/13,,77
USC00517948,05/01/13,0.12,75
USC00517948,05/02/13,0.02,75
USC00517948,05/03/13,,76
USC00517948,05/06/13,0.02,74
USC00517948,05/09/13,0,76
USC00517948,05/10/13,0,77
USC00517948,05/13/13,,75
USC00517948,05/14/13,,79
USC00517948,05/15/13,,77
USC00517948,05/16/13,0.17,79
USC00517948,05/17/13,0,76
USC00517948,05/20/13,,75
USC00517948,05/21/13,0.02,74
USC00517948,05/22/13,0.02,77
USC00517948,05/23/13,0,80
USC00517948,05/24/13,0,73
USC00517948,06/03/13,,78
USC00517948,06/04/13,,78
USC00517948,06/05/13,0.02,78
USC00517948,06/06/13,0,78
USC00517948,06/07/13,0,75
USC00517948,06/10/13,0,77
USC00517948,06/12/13,,73
USC00517948,06/13/13,,78
USC00517948,06/14/13,,75
USC00517948,06/17/13,,73
USC00517948,06/18/13,0.08,77
USC00517948,06/19/13,0,80
USC00517948,06/20/13,0.04,70
USC00517948,06/21/13,0.08,78
USC00517948,06/25/13,,72
USC00517948,06/26/13,,78
USC00517948,06/27/13,0.01,72
USC00517948,06/28/13,,78
USC00517948,07/01/13,0.03,76
USC00517948,07/02/13,0.04,75
USC00517948,07/03/13,0.08,77
USC00517948,07/05/13,,76
USC00517948,07/08/13,,78
USC00517948,07/09/13,,82
USC00517948,07/10/13,,77
USC00517948,07/11/13,,76
USC00517948,07/12/13,0.04,72
USC00517948,07/16/13,0,78
USC00517948,07/17/13,0.02,79
USC00517948,07/18/13,,79
USC00517948,07/23/13,0.26,80
USC00517948,07/24/13,0.02,79
USC00517948,07/25/13,0.01,80
USC00517948,07/30/13,,80
USC00517948,07/31/13,,76
USC00517948,08/01/13,0.5,78
USC00517948,08/02/13,0.02,76
USC00517948,08/05/13,,76
USC00517948,08/06/13,,79
USC00517948,08/07/13,,79
USC00517948,08/08/13,0,81
USC00517948,08/09/13,0,76
USC00517948,08/12/13,,78
USC00517948,08/13/13,0,75
USC00517948,08/14/13,0.04,79
USC00517948,08/15/13,0,79
USC00517948,08/19/13,,77
USC00517948,08/20/13,,78
USC00517948,08/21/13,,78
USC00517948,08/22/13,,80
USC00517948,08/26/13,,80
USC00517948,08/27/13,0,80
USC00517948,08/28/13,0,77
USC00517948,08/29/13,0.05,75
USC00517948,09/03/13,,78
USC00517948,09/04/13,0,76
USC00517948,09/05/13,0,77
USC00517948,09/06/13,0,79
USC00517948,09/09/13,,78
USC00517948,09/10/13,0,76
USC00517948,09/11/13,0,80
USC00517948,09/12/13,0,79
USC00517948,09/13/13,0.3,79
USC00517948,09/16/13,,81
USC00517948,09/17/13,,77
USC00517948,09/18/13,,80
USC00517948,09/19/13,,78
USC00517948,09/20/13,0,80
USC00517948,09/26/13,0.2,76
USC00517948,09/27/13,0.03,78
USC00517948,09/30/13,,76
USC00517948,10/01/13,,79
USC00517948,10/02/13,,79
USC00517948,10/03/13,0,79
USC00517948,10/04/13,,78
USC00517948,10/07/13,,76
USC00517948,10/08/13,0,76
USC00517948,10/11/13,0,80
USC00517948,10/14/13,,74
USC00517948,10/15/13,,75
USC00517948,10/16/13,0.05,73
USC00517948,10/17/13,0,75
USC00517948,10/18/13,0,73
USC00517948,10/22/13,0,74
USC00517948,10/23/13,0,75
USC00517948,10/24/13,0,72
USC00517948,10/25/13,,75
USC00517948,10/28/13,,77
USC00517948,10/29/13,0,79
USC00517948,10/30/13,0,76
USC00517948,10/31/13,0,79
USC00517948,11/01/13,0,75
USC00517948,11/04/13,,76
USC00517948,11/05/13,0,76
USC00517948,11/06/13,0,76
USC00517948,11/07/13,0,75
USC00517948,11/08/13,,75
USC00517948,11/14/13,0,74
USC00517948,11/15/13,0.2,73
USC00517948,11/18/13,,72
USC00517948,11/19/13,,71
USC00517948,11/20/13,,70
USC00517948,11/21/13,0,73
USC00517948,11/22/13,0,71
USC00517948,11/25/13,,76
USC00517948,11/26/13,0,76
USC00517948,11/27/13,0,74
USC00517948,12/02/13,,74
USC00517948,12/03/13,,72
USC00517948,12/04/13,,70
USC00517948,12/05/13,0,67
USC00517948,12/06/13,0.02,69
USC00517948,12/09/13,,73
USC00517948,12/10/13,0,75
USC00517948,12/11/13,0,74
USC00517948,12/12/13,0,72
USC00517948,12/13/13,0,71
USC00517948,12/16/13,,67
USC00517948,12/17/13,0.02,74
USC00517948,12/18/13,,70
USC00517948,12/19/13,,70
USC00517948,12/20/13,,70
USC00517948,12/23/13,,71
USC00517948,12/24/13,,70
USC00517948,12/26/13,,71
USC00517948,12/27/13,0,71
USC00517948,12/28/13,,68
USC00517948,01/02/14,,69
USC00517948,01/03/14,0.63,67
USC00517948,01/06/14,,63
USC00517948,01/07/14,0,68
USC00517948,01/08/14,0,66
USC00517948,01/09/14,,63
USC00517948,01/21/14,,73
USC00517948,01/22/14,0.25,73
USC00517948,01/23/14,0,61
USC00517948,01/24/14,,60
USC00517948,01/27/14,,67
USC00517948,01/28/14,0.14,70
USC00517948,01/29/14,0.47,70
USC00517948,01/30/14,0.05,66
USC00517948,02/03/14,,67
USC00517948,02/04/14,,67
USC00517948,02/05/14,0.35,69
USC00517948,02/06/14,,73
USC00517948,02/07/14,,72
USC00517948,02/10/14,,72
USC00517948,02/11/14,,72
USC00517948,02/12/14,0,67
USC00517948,02/13/14,0,68
USC00517948,02/14/14,,72
USC00517948,02/19/14,0.02,72
USC00517948,02/20/14,0,68
USC00517948,02/21/14,0,70
USC00517948,02/24/14,,68
USC00517948,02/25/14,0,70
USC00517948,02/26/14,0,72
USC00517948,02/28/14,0.03,72
USC00517948,03/03/14,,69
USC00517948,03/04/14,0,67
USC00517948,03/05/14,0,70
USC00517948,03/06/14,0,72
USC00517948,03/07/14,,72
USC00517948,03/10/14,1.65,73
USC00517948,03/11/14,0.78,70
USC00517948,03/12/14,,71
USC00517948,03/13/14,,72
USC00517948,03/14/14,,72
USC00517948,03/27/14,,80
USC00517948,03/28/14,0,78
USC00517948,03/31/14,,75
USC00517948,04/01/14,0.13,70
USC00517948,04/02/14,0.02,77
USC00517948,04/03/14,0.03,75
USC00517948,04/04/14,0,74
USC00517948,04/07/14,,71
USC00517948,04/08/14,0,71
USC00517948,04/09/14,0,70
USC00517948,04/10/14,0,68
USC00517948,04/11/14,0,72
USC00517948,04/14/14,,73
USC00517948,04/15/14,,73
USC00517948,04/16/14,0.06,74
USC00517948,04/17/14,,74
USC00517948,04/21/14,,75
USC00517948,04/22/14,0.09,77
USC00517948,04/23/14,0,77
USC00517948,04/24/14,0,76
USC00517948,04/28/14,,74
USC00517948,04/29/14,,74
USC00517948,05/02/14,0,78
USC00517948,05/05/14,,79
USC00517948,05/06/14,0.72,76
USC00517948,05/07/14,0.03,76
USC00517948,05/08/14,,77
USC00517948,05/09/14,,77
USC00517948,05/12/14,,74
USC00517948,05/13/14,,74
USC00517948,05/14/14,0,75
USC00517948,05/15/14,0,76
USC00517948,05/16/14,0,78
USC00517948,05/19/14,,79
USC00517948,05/20/14,0.01,78
USC00517948,05/21/14,0.26,77
USC00517948,05/22/14,0,80
USC00517948,05/23/14,0,77
USC00517948,05/27/14,,77
USC00517948,05/28/14,,78
USC00517948,05/29/14,,78
USC00517948,06/02/14,,77
USC00517948,06/03/14,0,79
USC00517948,06/04/14,,77
USC00517948,06/05/14,,78
USC00517948,06/06/14,,74
USC00517948,06/09/14,,79
USC00517948,06/10/14,0,79
USC00517948,06/12/14,,79
USC00517948,06/13/14,0,79
USC00517948,06/16/14,,77
USC00517948,06/17/14,0.2,79
USC00517948,06/18/14,0,78
USC00517948,06/19/14,0.01,80
USC00517948,06/20/14,0.14,81
USC00517948,06/27/14,0,81
USC00517948,07/03/14,,81
USC00517948,07/07/14,,80
USC00517948,07/08/14,,81
USC00517948,07/09/14,,77
USC00517948,07/10/14,,80
USC00517948,07/11/14,,80
USC00517948,07/14/14,,81
USC00517948,07/15/14,0,82
USC00517948,07/16/14,0,81
USC00517948,07/17/14,0.02,81
USC00517948,07/18/14,0,81
USC00517948,07/21/14,,81
USC00517948,07/22/14,,81
USC00517948,07/23/14,,81
USC00517948,07/24/14,,79
USC00517948,07/25/14,0,80
USC00517948,07/28/14,,80
USC00517948,07/29/14,0,81
USC00517948,07/30/14,0,83
USC00517948,07/31/14,,81
USC00517948,08/11/14,,81
USC00517948,08/12/14,0,81
USC00517948,08/13/14,0.02,80
USC00517948,08/14/14,0,80
USC00517948,08/18/14,,79
USC00517948,08/19/14,0,76
USC00517948,08/20/14,0,80
USC00517948,08/21/14,0,82
USC00517948,08/22/14,0,80
USC00517948,08/25/14,,79
USC00517948,08/26/14,,80
USC00517948,08/27/14,0.05,77
USC00517948,09/02/14,0,83
USC00517948,09/03/14,0,83
USC00517948,09/04/14,0,80
USC00517948,09/05/14,,80
USC00517948,09/08/14,,80
USC00517948,09/09/14,0,83
USC00517948,09/10/14,0,84
USC00517948,09/11/14,0,81
USC00517948,09/12/14,0,80
USC00517948,09/15/14,,79
USC00517948,09/16/14,,82
USC00517948,09/17/14,,82
USC00517948,09/18/14,0,82
USC00517948,09/19/14,0.12,81
USC00517948,09/22/14,0,80
USC00517948,09/23/14,0.02,82
USC00517948,09/24/14,,83
USC00517948,09/25/14,,82
USC00517948,09/26/14,,82
USC00517948,09/29/14,,82
USC00517948,09/30/14,0,83
USC00517948,10/01/14,0,80
USC00517948,10/02/14,0.05,81
USC00517948,10/03/14,0,81
USC00517948,10/04/14,,80
USC00517948,10/05/14,,84
USC00517948,10/10/14,,83
USC00517948,10/13/14,,80
USC00517948,10/14/14,,81
USC00517948,10/15/14,,77
USC00517948,10/16/14,,80
USC00517948,10/17/14,0,80
USC00517948,10/20/14,,79
USC00517948,10/21/14,0.03,81
USC00517948,10/22/14,0.03,81
USC00517948,10/23/14,,83
USC00517948,10/24/14,,81
USC00517948,10/27/14,,77
USC00517948,11/12/14,,75
USC00517948,11/13/14,,73
USC00517948,11/14/14,,78
USC00517948,11/17/14,,77
USC00517948,11/18/14,0,79
USC00517948,11/19/14,0,81
USC00517948,11/20/14,,77
USC00517948,11/21/14,,78
USC00517948,12/01/14,0.28,74
USC00517948,12/02/14,0,75
USC00517948,12/03/14,0.05,74
USC00517948,12/04/14,0.15,77
USC00517948,12/05/14,,76
USC00517948,12/08/14,,77
USC00517948,12/09/14,,75
USC00517948,12/10/14,0,76
USC00517948,12/11/14,0.06,75
USC00517948,12/15/14,0.1,77
USC00517948,12/16/14,,75
USC00517948,12/17/14,,77
USC00517948,12/18/14,,74
USC00517948,12/19/14,,78
USC00517948,12/22/14,0.04,77
USC00517948,12/23/14,0.1,76
USC00517948,12/24/14,0.02,69
USC00517948,12/26/14,0,70
USC00517948,12/29/14,,64
USC00517948,12/30/14,0,75
USC00517948,01/02/15,,62
USC00517948,01/05/15,,59
USC00517948,01/06/15,0,65
USC00517948,01/07/15,0,70
USC00517948,01/08/15,0,72
USC00517948,01/09/15,0,70
USC00517948,01/12/15,,70
USC00517948,01/13/15,,72
USC00517948,01/14/15,,72
USC00517948,01/15/15,,74
USC00517948,01/16/15,,70
USC00517948,01/20/15,,69
USC00517948,01/21/15,,66
USC00517948,01/22/15,,70
USC00517948,01/23/15,,69
USC00517948,01/26/15,,71
USC00517948,01/27/15,,70
USC00517948,01/28/15,,72
USC00517948,01/29/15,,74
USC00517948,01/30/15,0,68
USC00517948,02/02/15,,75
USC00517948,02/03/15,0.03,75
USC00517948,02/04/15,0.16,73
USC00517948,02/05/15,,70
USC00517948,02/06/15,,75
USC00517948,02/09/15,,74
USC00517948,02/10/15,0.1,76
USC00517948,02/11/15,0,79
USC00517948,02/12/15,0,78
USC00517948,02/13/15,0,78
USC00517948,02/17/15,,74
USC00517948,02/18/15,,76
USC00517948,02/19/15,,71
USC00517948,02/20/15,,72
USC00517948,02/23/15,,74
USC00517948,02/24/15,0,71
USC00517948,02/25/15,0,74
USC00517948,02/26/15,0,72
USC00517948,03/02/15,,72
USC00517948,03/03/15,0,76
USC00517948,03/04/15,0,73
USC00517948,03/05/15,,68
USC00517948,03/06/15,,72
USC00517948,03/09/15,,69
USC00517948,03/10/15,0,65
USC00517948,03/11/15,0,66
USC00517948,03/12/15,0,67
USC00517948,03/13/15,0,65
USC00517948,03/23/15,,77
USC00517948,03/24/15,,72
USC00517948,03/25/15,0,77
USC00517948,03/27/15,0,74
USC00517948,03/30/15,,79
USC00517948,03/31/15,0.03,79
USC00517948,06/10/15,0.04,78
USC00517948,06/12/15,0,77
USC00517948,06/15/15,,78
USC00517948,06/16/15,0,79
USC00517948,06/17/15,0.01,77
USC00517948,06/18/15,0,79
USC00517948,06/19/15,0,80
USC00517948,06/22/15,,79
USC00517948,06/23/15,0.04,78
USC00517948,06/24/15,0.09,79
USC00517948,06/25/15,,79
USC00517948,06/29/15,,79
USC00517948,06/30/15,,81
USC00517948,07/01/15,,79
USC00517948,07/02/15,0,81
USC00517948,07/06/15,,80
USC00517948,07/07/15,,75
USC00517948,07/08/15,,83
USC00517948,07/09/15,0.1,83
USC00517948,07/10/15,,78
USC00517948,07/13/15,,80
USC00517948,07/14/15,0.05,80
USC00517948,07/15/15,0.08,79
USC00517948,07/16/15,0.05,80
USC00517948,07/30/15,,83
USC00517948,07/31/15,,83
USC00517948,08/03/15,,83
USC00517948,08/04/15,,80
USC00517948,08/05/15,,81
USC00517948,08/06/15,,77
USC00517948,08/07/15,0.05,81
USC00517948,08/10/15,0,80
USC00517948,08/11/15,0,81
USC00517948,08/12/15,0,81
USC00517948,08/13/15,,79
USC00517948,08/14/15,,81
USC00517948,08/17/15,,82
USC00517948,08/18/15,,80
USC00517948,08/19/15,,81
USC00517948,08/20/15,,81
USC00517948,08/24/15,,74
USC00517948,08/25/15,,81
USC00517948,08/26/15,1.5,80
USC00517948,08/27/15,,83
USC00517948,08/28/15,,83
USC00517948,08/31/15,,83
USC00517948,09/01/15,0,82
USC00517948,09/02/15,0,80
USC00517948,09/03/15,0.16,76
USC00517948,09/04/15,,80
USC00517948,09/08/15,,81
USC00517948,09/09/15,0,81
USC00517948,09/10/15,0,83
USC00517948,09/11/15,0.2,79
USC00517948,09/14/15,,81
USC00517948,09/15/15,,79
USC00517948,09/16/15,0.22,81
USC00517948,09/17/15,0,79
USC00517948,09/18/15,0,79
USC00517948,09/21/15,,80
USC00517948,09/22/15,,82
USC00517948,09/23/15,,82
USC00517948,09/24/15,,80
USC00517948,09/25/15,,78
USC00517948,09/28/15,,78
USC00517948,09/29/15,,80
USC00517948,09/30/15,,77
USC00517948,10/01/15,,76
USC00517948,10/02/15,,75
USC00517948,10/12/15,,76
USC00517948,10/13/15,,77
USC00517948,10/14/15,,75
USC00517948,10/15/15,,76
USC00517948,10/16/15,,77
USC00517948,10/19/15,,79
USC00517948,10/20/15,,77
USC00517948,10/21/15,,79
USC00517948,10/22/15,,79
USC00517948,10/23/15,,75
USC00517948,10/26/15,,77
USC00517948,10/27/15,,79
USC00517948,10/28/15,,76
USC00517948,10/29/15,,77
USC00517948,10/30/15,,78
USC00517948,11/02/15,,81
USC00517948,11/03/15,,80
USC00517948,11/04/15,0.28,80
USC00517948,11/05/15,0.04,78
USC00517948,11/06/15,,70
USC00517948,11/12/15,,70
USC00517948,11/13/15,,79
USC00517948,11/16/15,,76
USC00517948,11/17/15,,75
USC00517948,11/18/15,,76
USC00517948,11/19/15,,76
USC00517948,11/20/15,,76
USC00517948,11/23/15,,74
USC00517948,11/24/15,,74
USC00517948,11/25/15,,76
USC00517948,11/27/15,,76
USC00517948,11/30/15,,76
USC00517948,12/01/15,,69
USC00517948,12/02/15,0.28,65
USC00517948,12/03/15,,76
USC00517948,12/04/15,,81
USC00517948,12/08/15,,71
USC00517948,12/09/15,,71
USC00517948,12/10/15,,71
USC00517948,12/16/15,,82
USC00517948,12/17/15,,74
USC00517948,12/18/15,0.11,75
USC00517948,12/24/15,,77
USC00517948,12/27/15,,74
USC00517948,12/28/15,,68
USC00517948,01/04/16,,76
USC00517948,01/20/16,0,77
USC00517948,01/25/16,,65
USC00517948,01/26/16,,70
USC00517948,01/27/16,,69
USC00517948,01/28/16,,70
USC00517948,01/29/16,,67
USC00517948,02/01/16,,72
USC00517948,02/02/16,,69
USC00517948,02/03/16,,70
USC00517948,02/04/16,,69
USC00517948,02/05/16,,69
USC00517948,02/08/16,,62
USC00517948,02/09/16,,63
USC00517948,02/10/16,0,64
USC00517948,02/11/16,,67
USC00517948,02/12/16,,69
USC00517948,02/16/16,,72
USC00517948,02/17/16,,74
USC00517948,02/18/16,,73
USC00517948,02/19/16,,72
USC00517948,02/20/16,,71
USC00517948,02/23/16,,68
USC00517948,02/24/16,,68
USC00517948,02/25/16,,68
USC00517948,02/26/16,,68
USC00517948,02/27/16,,69
USC00517948,03/01/16,,70
USC00517948,03/02/16,,67
USC00517948,03/03/16,,70
USC00517948,03/04/16,,69
USC00517948,03/07/16,,70
USC00517948,03/08/16,,78
USC00517948,03/09/16,,67
USC00517948,03/10/16,,71
USC00517948,03/11/16,,72
USC00517948,03/14/16,,70
USC00517948,03/15/16,,70
USC00517948,03/16/16,0,73
USC00517948,03/22/16,,75
USC00517948,03/23/16,,71
USC00517948,03/28/16,,75
USC00517948,03/29/16,,72
USC00517948,03/30/16,,71
USC00517948,03/31/16,,71
USC00517948,04/01/16,0,71
USC00517948,04/04/16,0,76
USC00517948,04/05/16,0.04,78
USC00517948,04/06/16,,72
USC00517948,04/07/16,,72
USC00517948,04/08/16,0,76
USC00517948,04/18/16,,76
USC00517948,04/19/16,,74
USC00517948,04/20/16,,75
USC00517948,04/21/16,,76
USC00517948,04/22/16,,77
USC00517948,04/25/16,,77
USC00517948,04/26/16,,78
USC00517948,04/27/16,,75
USC00517948,04/28/16,,79
USC00517948,04/29/16,,79
USC00517948,05/02/16,,72
USC00517948,05/03/16,0,78
USC00517948,05/04/16,,77
USC00517948,05/05/16,,76
USC00517948,05/06/16,,75
USC00517948,05/09/16,,74
USC00517948,05/10/16,,76
USC00517948,05/11/16,,76
USC00517948,05/12/16,,75
USC00517948,05/13/16,0.44,73
USC00517948,05/16/16,,78
USC00517948,05/17/16,,78
USC00517948,05/18/16,,76
USC00517948,05/19/16,,77
USC00517948,05/20/16,,79
USC00517948,05/23/16,,79
USC00517948,05/24/16,,67
USC00517948,05/25/16,,78
USC00517948,05/26/16,,79
USC00517948,06/01/16,,64
USC00517948,06/02/16,,65
USC00517948,06/03/16,,75
USC00517948,06/06/16,,76
USC00517948,06/07/16,,78
USC00517948,06/08/16,,77
USC00517948,06/09/16,,75
USC00517948,06/13/16,,78
USC00517948,06/14/16,,81
USC00517948,06/15/16,0.02,78
USC00517948,06/16/16,0.1,76
USC00517948,06/17/16,0.38,73
USC00517948,06/20/16,0.1,74
USC00517948,06/21/16,,76
USC00517948,06/22/16,,78
USC00517948,06/23/16,,79
USC00517948,06/24/16,,78
USC00517948,06/27/16,,72
USC00517948,06/28/16,,78
USC00517948,06/29/16,,80
USC00517948,06/30/16,,81
USC00517948,07/01/16,,80
USC00517948,07/05/16,,77
USC00517948,07/06/16,,78
USC00517948,07/07/16,,78
USC00517948,07/08/16,,80
USC00517948,07/11/16,,78
USC00517948,07/12/16,,80
USC00517948,07/13/16,,78
USC00517948,07/14/16,,78
USC00517948,07/15/16,,76
USC00517948,07/18/16,,78
USC00517948,07/19/16,0.5,79
USC00517948,07/20/16,,78
USC00517948,07/21/16,,78
USC00517948,07/25/16,,81
USC00517948,07/26/16,0.01,82
USC00517948,07/27/16,,77
USC00517948,08/02/16,0,77
USC00517948,08/03/16,0.02,79
USC00517948,08/04/16,0.13,81
USC00517948,08/05/16,0.03,77
USC00517948,08/08/16,,77
USC00517948,08/09/16,,79
USC00517948,08/10/16,,82
USC00517948,08/11/16,,80
USC00517948,08/12/16,,77
USC00517948,08/15/16,,79
USC00517948,08/16/16,0,81
USC00517948,08/17/16,0,81
USC00517948,08/18/16,0,81
USC00517948,08/22/16,,79
USC00517948,08/23/16,,80
USC00517948,08/24/16,,78
USC00517948,08/25/16,0,81
USC00517948,08/26/16,0.04,81
USC00517948,08/29/16,,80
USC00517948,08/30/16,0.02,79
USC00517948,08/31/16,,79
USC00517948,09/01/16,,82
USC00517948,09/02/16,,81
USC00517948,09/08/16,,80
USC00517948,09/09/16,,79
USC00517948,09/12/16,,79
USC00517948,09/13/16,,79
USC00517948,09/14/16,,76
USC00517948,09/15/16,,76
USC00517948,09/16/16,0,79
USC00517948,09/19/16,,79
USC00517948,09/20/16,0,73
USC00517948,09/22/16,0.06,76
USC00517948,09/23/16,0,80
USC00517948,09/26/16,,78
USC00517948,09/28/16,0,79
USC00517948,09/29/16,0.04,80
USC00517948,09/30/16,,80
USC00517948,10/03/16,,79
USC00517948,10/04/16,,77
USC00517948,10/05/16,,80
USC00517948,10/06/16,0.07,79
USC00517948,10/07/16,,78
USC00517948,10/11/16,,79
USC00517948,10/13/16,,80
USC00517948,10/17/16,,80
USC00517948,10/18/16,,80
USC00517948,10/19/16,,80
USC00517948,10/20/16,,78
USC00517948,10/21/16,,76
USC00517948,10/24/16,,76
USC00517948,10/25/16,0.4,77
USC00517948,10/26/16,0.2,73
USC00517948,10/27/16,,77
USC00517948,10/28/16,,76
USC00517948,10/31/16,,75
USC00517948,11/04/16,,77
USC00517948,11/07/16,,75
USC00517948,11/09/16,0,76
